ProtID	GO_ID
MGG_00409	GO:0003674, GO:0008150, GO:0005575
MGG_00410	GO:0016491, GO:0055114
MGG_00411	GO:0003674, GO:0008150, GO:0005575, GO:0006479
MGG_00413	GO:0003674, GO:0008150, GO:0005575
MGG_00415	GO:0003674, GO:0008150, GO:0005575
MGG_00416	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_00417	GO:0008270, GO:0003677, GO:0005634, GO:0006355, GO:0003700, GO:0045122, GO:0000981, GO:0006357
MGG_00418	GO:0003674, GO:0008150, GO:0005575
MGG_00419	GO:0016021, GO:0055085, GO:0022857, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00420	GO:0050660, GO:0003824, GO:0016491, GO:0055114, GO:0016614, GO:0008762, GO:0003674, GO:0005575, GO:0071949, GO:1901360
MGG_00421	GO:0000166, GO:0003674, GO:0008150, GO:0005575
MGG_00422	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575
MGG_00423	GO:0016491, GO:0055114
MGG_00426	GO:0000166, GO:0008152, GO:0016491, GO:0055114
MGG_00427	GO:0008152, GO:0032259, GO:0016491, GO:0055114, GO:0008171, GO:0071949, GO:0008168, GO:0016740, GO:0019748
MGG_00428	GO:0008152, GO:0016740, GO:0003824, GO:0006633, GO:0004315, GO:0009058, GO:0016788, GO:0048037, GO:0003674, GO:0008150, GO:0005575, GO:0016746
MGG_00429	GO:0000166, GO:0003824, GO:0016491, GO:0009058
MGG_00431	GO:0046872, GO:0006559, GO:0055114, GO:0016702, GO:0006570, GO:0004411, GO:0005575, GO:0051213, GO:0006520
MGG_00432	GO:0003674, GO:0008150, GO:0005575
MGG_00433	GO:0003674, GO:0008150, GO:0005575
MGG_00435	GO:0016021, GO:0016020
MGG_00436	GO:0003824, GO:0004077, GO:0016874, GO:0006464, GO:0036211, GO:0071734
MGG_00438	GO:0016021, GO:0016020
MGG_00439	GO:0003674, GO:0005575
MGG_00440	GO:0016787
MGG_00441	GO:0003674, GO:0008150, GO:0005575
MGG_00443	GO:0003674, GO:0008150, GO:0005575
MGG_00444	GO:0003676, GO:0003723, GO:0000166, GO:0008150, GO:0005575
MGG_00446	GO:0019887, GO:0005956, GO:0016301, GO:0016310, GO:0050790, GO:0043086
MGG_00447	GO:0016021, GO:0005524, GO:0006200, GO:0000166, GO:0006810, GO:0016020, GO:0016887, GO:0017111, GO:0042626, GO:0140359, GO:0055085
MGG_00449	GO:0000166, GO:0005525, GO:0003924, GO:0006184, GO:0006415, GO:0003747, GO:0005575, GO:0000288, GO:0005829, GO:0000287, GO:0008022, GO:0019003, GO:0042802, GO:0002184, GO:0010494, GO:0018444
MGG_00450	GO:0005524, GO:0006094, GO:0004612, GO:0016301, GO:0016310, GO:0005829, GO:0004611, GO:0017076, GO:0000166, GO:0016829
MGG_00451	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00454	GO:0000407, GO:0003674, GO:0000045, GO:1990316, GO:0006914
MGG_00455	GO:0006886, GO:0010008, GO:0005515, GO:0043130, GO:0035091, GO:0016020, GO:0005768, GO:0015031, GO:0016192, GO:0031410, GO:0007034
MGG_00456	GO:0008150, GO:0005575, GO:0005515
MGG_00457	GO:0003674, GO:0008150, GO:0005575
MGG_00458	GO:0005509
MGG_00459	GO:0016021, GO:0005737, GO:0006629, GO:0016627, GO:0003674, GO:0008150, GO:0016020
MGG_00460	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575, GO:0044249, GO:1901576
MGG_00461	GO:0046872, GO:0020037, GO:0004601, GO:0006979, GO:0055114, GO:0003674, GO:0008150, GO:0005575, GO:0098869, GO:0034599, GO:0016491
MGG_00464	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_00466	GO:0000166, GO:0005525, GO:0003924, GO:0016020, GO:0007264, GO:0005622, GO:0051301, GO:0005737, GO:0005886, GO:0071944, GO:0003925, GO:0007163, GO:0051128, GO:0043227
MGG_00467	GO:0003674, GO:0008150
MGG_00468	GO:0016021, GO:0055085, GO:0016020, GO:0005247, GO:0005216, GO:0006821, GO:1902476
MGG_00469	GO:0016020
MGG_00470	GO:0003676, GO:0003723, GO:0000166
MGG_00471	GO:0006904, GO:0000145, GO:0090522, GO:0006886, GO:0006887
MGG_00472	GO:0003677, GO:0005634, GO:0043565, GO:0005622, GO:0008150, GO:0046982, GO:0016602, GO:0006355, GO:0003700
MGG_00473	GO:0005634, GO:0000447, GO:0000472, GO:0000480
MGG_00475	GO:0005575
MGG_00476	GO:0070006, GO:0016787
MGG_00477	GO:0003674, GO:0008150, GO:0005575
MGG_00478	GO:0043666
MGG_00479	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0005819, GO:0005575, GO:0016740, GO:0051094
MGG_00480	GO:0046872, GO:0004222, GO:0005743, GO:0016020, GO:0016787, GO:0008233, GO:0008237, GO:0006508, GO:0005739
MGG_00481	GO:0005737, GO:0005524, GO:0003723, GO:0016740, GO:0006561, GO:0008652, GO:0016301, GO:0016310, GO:0004349, GO:0000166, GO:1901605
MGG_00482	GO:0005737, GO:0003723, GO:0005634, GO:0005730, GO:0042255, GO:0008150, GO:0005575, GO:1902626, GO:0000463, GO:0030687, GO:0042254, GO:0042273
MGG_00485	GO:0005739, GO:0005634, GO:0006281, GO:0000287, GO:0003887, GO:0005622, GO:0003684, GO:0016779, GO:0042276, GO:0016740, GO:0003677, GO:0006974, GO:0070987, GO:0071897
MGG_00487	GO:0046872, GO:0004222, GO:0005759, GO:0005575, GO:0006627, GO:0006508, GO:0016787, GO:0008233, GO:0008237, GO:0005739
MGG_00488	GO:0042407, GO:0061617, GO:0016020, GO:0016021, GO:0005739, GO:0005743
MGG_00489	GO:0016021, GO:0005743, GO:0005347, GO:0055085, GO:0016020, GO:0005739
MGG_00491	GO:0046872, GO:0055114, GO:0004784, GO:0006801, GO:0005575, GO:0019430
MGG_00492	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_00494	GO:0008270, GO:0005634, GO:0006355, GO:0003700, GO:0000981, GO:0045944
MGG_00495	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00496	GO:0016021, GO:0016020
MGG_00497	GO:0003674, GO:0008150, GO:0005575
MGG_00499	GO:0016021, GO:0016787, GO:0016020
MGG_00500	GO:0017178
MGG_00501	GO:0003676, GO:0008270, GO:0005622, GO:0008150
MGG_00503	GO:0005789, GO:0016021, GO:0016740, GO:0006071, GO:0016746, GO:0016747, GO:0004144, GO:0019432, GO:0008374, GO:0016020, GO:0006629, GO:0005783
MGG_00504	GO:0003676, GO:0008270, GO:0005622
MGG_00506	GO:0015031, GO:0016021, GO:0005794, GO:0003674, GO:0008150, GO:0031902, GO:0005515, GO:0016020
MGG_00509	GO:0016021, GO:0016020
MGG_00510	GO:0003674, GO:0008150, GO:0005575
MGG_00512	GO:0003674, GO:0008150, GO:0005575
MGG_00513	GO:0003674, GO:0005575
MGG_00514	GO:0003723, GO:0003676
MGG_00517	GO:0009443, GO:0016301, GO:0016310, GO:0008478, GO:0042816
MGG_00518	GO:0003677, GO:0005634, GO:0006260, GO:0006348, GO:0006289, GO:0042802, GO:0006259, GO:0030337, GO:0043626, GO:0006275, GO:0000781, GO:0042276, GO:1900264, GO:1903364, GO:0005654, GO:0043596, GO:1903459, GO:0070914, GO:0035861, GO:0000790, GO:0000278, GO:0000710, GO:0006272, GO:0006273, GO:0006301, GO:0007064, GO:0030466, GO:0034087, GO:0035753, GO:0070987, GO:1902394, GO:1903022, GO:0005657, GO:1905779, GO:0006271, GO:0006298, GO:0031509, GO:0000785, GO:0045732, GO:0045739, GO:0045740
MGG_00519	GO:0016021, GO:0003677, GO:0006259, GO:0030337, GO:0043626, GO:0006275, GO:0017022, GO:0016020
MGG_00520	GO:0003674, GO:0008150, GO:0072546, GO:0005783, GO:0016021, GO:0016020, GO:0005789
MGG_00521	GO:0000166, GO:0005525, GO:0003924, GO:0006184, GO:0005575
MGG_00522	GO:0003674, GO:0005575
MGG_00523	GO:0003676, GO:0005524, GO:0004386, GO:0005730, GO:0008026, GO:0000166, GO:0016787, GO:0042802, GO:0008150, GO:0005575, GO:0000462, GO:0003724, GO:1990904, GO:0042254, GO:0032040
MGG_00527	GO:0003674, GO:0008150, GO:0005575, GO:0110165
MGG_00528	GO:0016021, GO:0006629, GO:0005575, GO:0016020
MGG_00529	GO:0005524, GO:0000166, GO:0016887, GO:0017111, GO:0008150, GO:0005575
MGG_00530	GO:0005975, GO:0003824, GO:0004553, GO:0043169, GO:0005575, GO:0071704, GO:0016787, GO:0016798, GO:0008152, GO:0000272
MGG_00531	GO:0016787, GO:0008233
MGG_00532	GO:0016021, GO:0016020, GO:0007186, GO:0004930, GO:0004872, GO:0007166, GO:0004888, GO:0008150
MGG_00534	GO:0046872, GO:0005975, GO:0008152, GO:0016853, GO:0003824, GO:0006098, GO:0004750, GO:0005575, GO:0016857
MGG_00535	GO:0005524, GO:0004672, GO:0006468, GO:0016772, GO:0005575
MGG_00537	GO:0016021, GO:0016020, GO:0008519, GO:0072488, GO:0005886
MGG_00538	GO:0016021, GO:0003993, GO:0016158, GO:0008150, GO:0005575, GO:0016020
MGG_00539	GO:0003674, GO:0008150, GO:0005575
MGG_00540	GO:0003674, GO:0008150, GO:0005575
MGG_00541	GO:0003674, GO:0008150, GO:0005575
MGG_00542	GO:0003674, GO:0008150, GO:0005575
MGG_00543	GO:0006508, GO:0008236, GO:0005576, GO:0016787, GO:0008233
MGG_00544	GO:0016573, GO:0000123, GO:0003674, GO:0005634, GO:0006281, GO:0006974, GO:0006325, GO:0035267
MGG_00545	GO:0003674, GO:0005575
MGG_00546	GO:0006412, GO:0030529, GO:0003735, GO:0005840, GO:0005622, GO:1990904
MGG_00547	GO:0016787, GO:0010945
MGG_00548	GO:0016021, GO:0005375, GO:0006878, GO:0000329, GO:0015677, GO:0015680, GO:0035434, GO:0016020, GO:0006811, GO:0006825
MGG_00549	GO:0005737, GO:0008198, GO:0043420, GO:0005575, GO:0019805, GO:0006569, GO:0019363, GO:0000334, GO:0034354, GO:0005506, GO:0016491, GO:0051213, GO:0046872, GO:0009435
MGG_00552	GO:0016788
MGG_00554	GO:0003674, GO:0008150, GO:0005575
MGG_00555	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00556	GO:0003674, GO:0008150, GO:0005575
MGG_00559	GO:0002128, GO:0003676, GO:0005737, GO:0032259, GO:0016740, GO:0001510, GO:0008168, GO:0002181, GO:0008175, GO:0008033, GO:0106050, GO:0106339, GO:0106340, GO:0002130, GO:0030488
MGG_00560	GO:0005524, GO:0003723, GO:0005730, GO:0006364, GO:0003724, GO:0003676, GO:0016787, GO:0005634, GO:0000166, GO:0004386, GO:0016887, GO:0042254
MGG_00561	GO:0003674, GO:0008150, GO:0005575
MGG_00562	GO:0000166, GO:0008152, GO:0016491, GO:0055114
MGG_00563	GO:0003674, GO:0008150, GO:0005575
MGG_00564	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00566	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_00567	GO:0003674, GO:0005575, GO:0005515
MGG_00570	GO:0005575
MGG_00571	GO:0016787
MGG_00572	GO:0046872, GO:0009055, GO:0020037, GO:0005506, GO:0016491, GO:0055114, GO:0004497, GO:0016705, GO:0005575
MGG_00573	GO:0032259, GO:0008168, GO:0008150, GO:0005575, GO:1901106, GO:0017000
MGG_00574	GO:0005975, GO:0004553, GO:0016787, GO:0016798, GO:0008152
MGG_00575	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_00576	GO:0016021, GO:0003674, GO:0008150, GO:0016020
MGG_00577	GO:0016021, GO:0005975, GO:0003824, GO:0048038, GO:0016901, GO:0016020
MGG_00578	GO:0016787, GO:0008233, GO:0008150, GO:0005575
MGG_00579	GO:0003676, GO:0032259, GO:0008168, GO:0003674, GO:0008150, GO:0005575
MGG_00580	GO:0003674, GO:0008150, GO:0005575
MGG_00581	GO:0003674, GO:0008150, GO:0005575
MGG_00583	GO:0005975, GO:0003824, GO:0030246, GO:0004553, GO:0043169, GO:0004565, GO:0009341, GO:0071555, GO:0016798, GO:0016787, GO:0008152, GO:1901575
MGG_00587	GO:0003677, GO:0005634, GO:0006355, GO:0043565, GO:0003700
MGG_00588	GO:0005634, GO:0003674, GO:0008150, GO:0005829, GO:0032981
MGG_00589	GO:0000398
MGG_00590	GO:0005634, GO:0006355, GO:0006351, GO:0016568, GO:0003682, GO:0006325, GO:0005515, GO:0000417
MGG_00591	GO:0003674, GO:0008150, GO:0005575
MGG_00592	GO:0005975, GO:0016740, GO:0016020, GO:0004553, GO:0005618, GO:0016757, GO:0016798, GO:0005575, GO:0071555, GO:0006037, GO:0031505, GO:0000131, GO:0009277, GO:0016787
MGG_00593	GO:0016787
MGG_00594	GO:0005643, GO:0005634, GO:0006606, GO:0008150, GO:0005575, GO:0005635
MGG_00595	GO:0046983
MGG_00596	GO:0046872, GO:0016787, GO:0004177, GO:0030145, GO:0005575, GO:0070006, GO:0008237, GO:0016485, GO:0050821, GO:0005634, GO:0005739, GO:0031314
MGG_00597	GO:0003676, GO:0008270, GO:0005634, GO:0046872
MGG_00598	GO:0015031, GO:0034045, GO:0003674, GO:0000045, GO:0005737, GO:0016020, GO:0006914
MGG_00599	GO:0032259, GO:0016740, GO:0003824, GO:0015940, GO:0003864, GO:0008168, GO:0005575
MGG_00600	GO:0005524, GO:0000166, GO:0016740, GO:0016874, GO:0016881, GO:0070647
MGG_00601	GO:0019239
MGG_00602	GO:0003677, GO:0005634, GO:0006355, GO:0043565, GO:0003700
MGG_00604	GO:0005737, GO:0000166, GO:0005525, GO:0003924, GO:0006184, GO:0005874, GO:0005198, GO:0007017, GO:0005856, GO:0007018, GO:0051258, GO:0043234, GO:0048312, GO:0071963, GO:0098863, GO:1903087, GO:0005876, GO:0005881, GO:0090307, GO:0090316, GO:0045298, GO:0005200, GO:0000022, GO:0031122, GO:0007010
MGG_00606	GO:0016021, GO:0055085, GO:0022857, GO:0016020
MGG_00607	GO:0016772
MGG_00611	GO:0046872, GO:0016491, GO:0055114, GO:0016706, GO:0005575
MGG_00612	GO:0016021, GO:0005886, GO:0015689, GO:0015098, GO:0016020
MGG_00613	GO:0005730
MGG_00614	GO:0003674, GO:0008150, GO:0005575
MGG_00617	GO:0005634, GO:0030435
MGG_00618	GO:0045490, GO:0016787, GO:0005576, GO:0005618, GO:0042545, GO:0030599, GO:0045330, GO:0071555
MGG_00620	GO:0046872, GO:0005975, GO:0016810, GO:0006044, GO:0008448, GO:0047419, GO:0005575, GO:0016787, GO:0006040
MGG_00621	GO:0005975, GO:0004553, GO:0016787
MGG_00622	GO:0003677, GO:0006355, GO:0003700, GO:0005634
MGG_00623	GO:0005524, GO:0005975, GO:0000166, GO:0016740, GO:0006096, GO:0016301, GO:0016773, GO:0016310, GO:0004396, GO:0001678, GO:0005536, GO:1901135, GO:0046835, GO:0019637
MGG_00625	GO:0005975, GO:0016853, GO:0006044, GO:0004342, GO:0005575, GO:0016787, GO:0005737
MGG_00627	GO:0003674, GO:0008150, GO:0005575
MGG_00628	GO:0003674, GO:0008150, GO:0005575
MGG_00630	GO:0005524, GO:0003677, GO:0004386, GO:0016787, GO:0004003, GO:0003678, GO:0032508, GO:0000166
MGG_00631	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00632	GO:0031142, GO:0031137, GO:0030154, GO:0007548, GO:0005737, GO:0003723, GO:0005634, GO:0006354, GO:0006352, GO:0006402, GO:0000122, GO:0030014
MGG_00633	GO:0016021, GO:0006810, GO:0055085, GO:0006812, GO:0015299, GO:0016020, GO:1902600
MGG_00634	GO:0046872, GO:0051537, GO:0020037, GO:0050660, GO:0042128, GO:0016491, GO:0055114, GO:0051539, GO:0051536, GO:0005575
MGG_00636	GO:0005789, GO:0016021, GO:0016758, GO:0016740, GO:0006506, GO:0004376, GO:0016757, GO:0097502, GO:0000009, GO:0016020, GO:0005783
MGG_00637	GO:0003723, GO:0003674, GO:0008150, GO:0005575
MGG_00645	GO:0008152, GO:0003824, GO:0003674, GO:0008150, GO:0005575
MGG_00646	GO:0005737, GO:0005525, GO:0016740, GO:0005869, GO:0008150, GO:0005575, GO:0004475, GO:0009298, GO:0005856
MGG_00647	GO:0046872, GO:0051287, GO:0005743, GO:0070469, GO:0055114, GO:0051539, GO:0016651, GO:0010181, GO:0008137, GO:0016020, GO:0005739, GO:0051536, GO:0022900, GO:0045271
MGG_00648	GO:0005779, GO:0016559, GO:0003674, GO:0016020, GO:0016021, GO:0005777
MGG_00649	GO:0016021, GO:0016020
MGG_00650	GO:0016021, GO:0003674, GO:0008150, GO:0016020
MGG_00651	GO:0046872, GO:0016021, GO:0009055, GO:0020037, GO:0005506, GO:0016491, GO:0055114, GO:0004497, GO:0016705, GO:0016020
MGG_00652	GO:0008152, GO:0016491, GO:0055114, GO:0016620, GO:0005575
MGG_00653	GO:0046872, GO:0008270, GO:0003674, GO:0008150, GO:0005575
MGG_00654	GO:0008270, GO:0016021, GO:0005509, GO:0008150, GO:0005575, GO:0016020, GO:0046872
MGG_00655	GO:0046872, GO:0008270, GO:0005778, GO:0007031, GO:0008150
MGG_00656	GO:0016021, GO:0003674, GO:0008150, GO:0016020
MGG_00659	GO:0003674, GO:0005575, GO:0005975
MGG_00660	GO:0003676, GO:0008270, GO:0003677, GO:0005634, GO:0006351, GO:0005622
MGG_00663	GO:0016702, GO:0008150, GO:0005575, GO:0051213
MGG_00665	GO:0005737, GO:0005524, GO:0003723, GO:0000166, GO:0006412, GO:0004831, GO:0016874, GO:0006418, GO:0004812, GO:0006437, GO:0005575
MGG_00666	GO:0016021, GO:0020037, GO:0005743, GO:0005506, GO:0006099, GO:0005740, GO:0016020, GO:0005739
MGG_00667	GO:0005975, GO:0006486, GO:0005509, GO:0016020, GO:0004571, GO:0008150, GO:1904382, GO:1904380, GO:0016787, GO:0016798, GO:0008152, GO:0005783, GO:0030433, GO:0044322
MGG_00669	GO:0003674, GO:0005575
MGG_00671	GO:0046872, GO:0016787, GO:0016813
MGG_00672	GO:0046872, GO:0008270, GO:0003677, GO:0005634, GO:0006355, GO:0006351, GO:0003700, GO:0000981, GO:0006357
MGG_00673	GO:0003674, GO:0008150, GO:0005515
MGG_00675	GO:0005515
MGG_00677	GO:0005576, GO:0004553, GO:0030245, GO:0000272, GO:0008810
MGG_00679	GO:0000166, GO:0005575
MGG_00680	GO:0046872, GO:0003676, GO:0008270, GO:0005634, GO:0003723, GO:0006397, GO:0044238, GO:0043170, GO:0034641, GO:0098789
MGG_00682	GO:0008270, GO:0007049, GO:0016538, GO:0043130, GO:0042393, GO:0016301, GO:0051301, GO:0016310, GO:0050790, GO:0061575, GO:0010389, GO:0044877, GO:0045944, GO:0060303, GO:0000307
MGG_00683	GO:0005789, GO:0050660, GO:0055114, GO:0006467, GO:0003756, GO:0016671, GO:0071949, GO:0034975, GO:0016972, GO:0015035, GO:0005783, GO:0016020, GO:0016491
MGG_00685	GO:0046872, GO:0003676, GO:0003677, GO:0005634, GO:0006310, GO:0006281, GO:0000723, GO:0006260, GO:0003697, GO:0006268, GO:0032212, GO:1902969, GO:0005662, GO:0090734, GO:0035861, GO:0106112, GO:0006279, GO:0000790, GO:0140445, GO:0007004, GO:0000785, GO:0003690, GO:0043565, GO:0000722, GO:0000724, GO:0006265, GO:0006289, GO:0006312, GO:0007131, GO:0010833, GO:0016567, GO:0030491, GO:0043934, GO:0045184, GO:0000781, GO:0000794, GO:0005737, GO:0005829
MGG_00686	GO:0016787, GO:0008150, GO:0005575
MGG_00687	GO:0003674, GO:0008150, GO:0008180
MGG_00688	GO:0046872, GO:0003676, GO:0008270
MGG_00689	GO:0008152, GO:0003824, GO:0016874
MGG_00690	GO:0003674, GO:0008150, GO:0005575
MGG_00691	GO:0005622, GO:0003674, GO:0008150
MGG_00692	GO:0003677, GO:0005634, GO:0006355, GO:0009405, GO:0003700, GO:0048315, GO:0030435
MGG_00693	GO:0007052
MGG_00695	GO:0005975, GO:0008152, GO:0003824, GO:0030246, GO:0003674, GO:0005575
MGG_00696	GO:0003674, GO:0008150, GO:0005575
MGG_00697	GO:0000166, GO:0008152, GO:0016491, GO:0055114, GO:0005575, GO:0044249, GO:1901576
MGG_00698	GO:0005737, GO:0008152, GO:0032259, GO:0008757, GO:0016740, GO:0008168
MGG_00700	GO:0005524, GO:0004672, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0051094
MGG_00701	GO:0003674, GO:0005575
MGG_00702	GO:0008270, GO:0005622, GO:0008150
MGG_00703	GO:0003674, GO:0005575
MGG_00704	GO:0005524, GO:0030983, GO:0006298, GO:0005575, GO:0140664, GO:0000166, GO:0003677, GO:0006281, GO:0006974, GO:0000400, GO:0016887, GO:0032137, GO:0032138, GO:0000710, GO:0036297, GO:0043111, GO:0043570, GO:0032301
MGG_00706	GO:0003677, GO:0005634, GO:0006260, GO:0003887, GO:0006261
MGG_00707	GO:0005575
MGG_00708	GO:0005783, GO:0005634, GO:0005794, GO:0006886, GO:0006888, GO:0003674, GO:0030008, GO:0005829, GO:0005635, GO:0048193, GO:0016192, GO:0016236
MGG_00709	GO:0007049, GO:0005680, GO:0051301
MGG_00710	GO:0016021, GO:0016020
MGG_00712	GO:0005789, GO:0016021, GO:0005783, GO:0016125, GO:0047750, GO:0016020
MGG_00714	GO:0003674, GO:0008150, GO:0005575
MGG_00715	GO:0003674, GO:0005575
MGG_00716	GO:0003674, GO:0008150
MGG_00718	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00719	GO:0016021, GO:0008152, GO:0016491, GO:0055114, GO:0016620, GO:0004030, GO:0006081, GO:0005575, GO:0016020
MGG_00720	GO:0016021, GO:0005575, GO:0016020
MGG_00721	GO:0003674, GO:0008150, GO:0005575
MGG_00722	GO:0016787
MGG_00725	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00726	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00729	GO:0003677, GO:0006355, GO:0003700, GO:0005634
MGG_00730	GO:0046872, GO:0008270, GO:0004842, GO:0005515, GO:0016567, GO:0016740
MGG_00732	GO:0003674, GO:0005575
MGG_00733	GO:0016021, GO:0003674, GO:0005575, GO:0016020
MGG_00734	GO:0008152, GO:0016787, GO:0050525, GO:0005576, GO:0052689
MGG_00735	GO:0006396, GO:0003723, GO:0032259, GO:0001510, GO:0008173, GO:0008168, GO:0005575, GO:0005737
MGG_00736	GO:0046872, GO:0003676, GO:0008270, GO:0005524, GO:0003677, GO:0004386, GO:0005634, GO:0016787, GO:0140658, GO:0000166, GO:0006338, GO:0008094
MGG_00737	GO:0005199, GO:0003674, GO:0008150, GO:0005575, GO:0031505
MGG_00738	GO:0008270, GO:0000166, GO:0016491, GO:0055114, GO:0008150, GO:0005575
MGG_00739	GO:0003676, GO:0005634, GO:0005515
MGG_00740	GO:0016021, GO:0031419, GO:0005765, GO:0003674, GO:0008150, GO:0016020
MGG_00741	GO:0003674, GO:0008150, GO:0005575
MGG_00742	GO:0003674, GO:0008150, GO:0005575
MGG_00743	GO:0008152, GO:0003824
MGG_00744	GO:0006886, GO:0005622, GO:0008565, GO:0008536, GO:0031267, GO:0005634
MGG_00746	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00747	GO:0046872, GO:0005789, GO:0008270, GO:0016021, GO:0016740, GO:0018345, GO:0008150, GO:0019706, GO:0016409, GO:0016020, GO:0005783, GO:0016746
MGG_00748	GO:0005524, GO:0016459, GO:0003774, GO:0003779, GO:0008150, GO:0030479, GO:0005515, GO:0016787, GO:0005737, GO:0000166, GO:0005856, GO:0000146, GO:0051015, GO:0071933, GO:0000147, GO:0000281, GO:0006897, GO:0030838, GO:0044855, GO:0051127, GO:0071963, GO:2000601, GO:0005628, GO:0031097, GO:0032153, GO:0043332, GO:0044853, GO:0045160, GO:0051285, GO:0051286
MGG_00750	GO:0016021, GO:0009055, GO:0005506, GO:0050660, GO:0016020, GO:0016491, GO:0055114, GO:0006811, GO:0000293, GO:0006826
MGG_00751	GO:0003674, GO:0005575
MGG_00752	GO:0016021, GO:0016020, GO:0006067, GO:0005743
MGG_00753	GO:0005774, GO:0008150, GO:0005575, GO:0010008, GO:0005515, GO:0016020, GO:0045721
MGG_00754	GO:0006338, GO:0003674, GO:0008150, GO:0031011
MGG_00755	GO:0046872, GO:0020037, GO:0016702, GO:0008150, GO:0005575, GO:0051213, GO:0019441, GO:0003824
MGG_00756	GO:0016021, GO:0003674, GO:0008150, GO:0005575, GO:0016020
MGG_00757	GO:0051301, GO:0003674, GO:0005575
MGG_00758	GO:0016740, GO:0008299, GO:0003674, GO:0005575
MGG_00759	GO:0016021, GO:0005778, GO:0016020, GO:0005777, GO:0007031
MGG_00760	GO:0005524, GO:0004672, GO:0000166, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0016740, GO:0051094
MGG_00764	GO:0003674, GO:0005575
MGG_00765	GO:0003674, GO:0008150, GO:0005575
MGG_00768	GO:0003674, GO:0008150, GO:0005575, GO:0005515
MGG_00769	GO:0046872, GO:0009055, GO:0051537, GO:0030170, GO:0030151, GO:0003824, GO:0016491, GO:0055114, GO:0051536
MGG_00770	GO:0019239, GO:0005575
MGG_00771	GO:0008152, GO:0016787, GO:0003824, GO:0008150, GO:0005575
MGG_00772	GO:0016021, GO:0035091, GO:0007154, GO:0047617, GO:0005575, GO:0016020
MGG_00774	GO:0006508, GO:0004185, GO:0008168, GO:0003674, GO:0008150, GO:0005575
MGG_00775	GO:0016021, GO:0005794, GO:0004185, GO:0006915, GO:0005575, GO:0006508, GO:0016020, GO:0016787, GO:0008233, GO:0004180
MGG_00776	GO:0046872, GO:0009055, GO:0051537, GO:0016226, GO:0005758, GO:0051539, GO:0003674, GO:0008150, GO:0051536, GO:0005737, GO:0005739, GO:0022900
MGG_00777	GO:0003674, GO:0008150, GO:0005575
MGG_00778	GO:0004479, GO:0009058, GO:0016742, GO:0005575, GO:0071951, GO:0006412, GO:0016740, GO:0006413
MGG_00779	GO:0050660, GO:0006066, GO:0055114, GO:0016614, GO:0008812, GO:0005575
MGG_00780	GO:0003677, GO:0005634, GO:0006355, GO:0003713, GO:0005575, GO:0060261
MGG_00781	GO:0005524, GO:0004672, GO:0004674, GO:0006468, GO:0016772, GO:0016301, GO:0016310, GO:0005575, GO:0005515
MGG_00783	GO:0016021, GO:0008150, GO:0005575, GO:0016020
MGG_00785	GO:0003674, GO:0008150, GO:0005575
